id,people_name,review_count,yelping_since,useful,funny,cool,elite,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
k5uUHuWvqt8FB4AD3kponQ,David,12,2012-05-15 16:58:24,16,7,3,,0,4.46,0,0,0,0,0,0,0,0,0,0,0
QR9xfsM8AS8ZMLbLk5GTiA,Mike,2,2012-11-07 01:16:40,1,2,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
riRowoi0rT2o3uRhUqxu_g,Ryan,2,2014-08-10 18:38:30,0,0,0,,0,2.5,0,0,0,0,0,0,0,0,0,0,0
BZK5PTH-tV4h9c7UDwPlYA,Kimberly,3,2009-05-29 15:49:14,0,0,1,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
C_z_SJh6aCbZbR9xCLqP5w,Jordan,7,2019-07-15 22:19:29,3,0,0,,0,4.29,0,0,0,0,0,1,0,0,0,0,0
Bs1fHJ76v4N1wBp6OmkgtQ,Timothy,3,2018-02-01 13:01:17,1,0,1,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
dykn9oORhW8nmk9SVHBZVA,David,3,2014-09-13 15:57:39,2,0,0,,0,3.33,0,0,0,0,0,0,0,0,0,0,0
bq-7rzbvPWqKmm4aWYNq4A,King,1,2015-04-01 06:25:42,3,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
J7X-GtfIwyxpCACwaObGmw,Phil,3,2013-02-07 08:14:05,6,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
YoecRYjoZm8uom4oJfEGmA,Michelle,7,2018-04-24 20:52:19,5,0,0,,0,4.0,0,0,0,0,0,1,0,0,0,0,0
xdiOQZesX736_3T6FlyTUg,Adam,8,2014-02-12 23:43:25,7,4,2,,0,4.38,0,0,0,0,0,0,0,0,0,0,0
S2mHbZGCKWAtF4Rl1fE8wA,Parker,8,2021-04-09 04:46:26,3,3,0,,0,2.08,0,0,0,0,0,0,0,0,0,0,0
4UjN6wtDdnPeLAAJMYw0xw,Ed,13,2015-06-19 04:01:50,5,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
4m7QYh4kfYMWWCxHQDL7gg,K,1,2017-01-30 21:12:44,2,1,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
zbx0QfdcYUN6sr2sCm0dXw,Stephen,1,2014-10-01 00:56:03,2,0,1,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
gFBKitOCTAueZwci9xDy-A,John,12,2006-12-20 20:27:23,14,3,1,,0,3.5700000000000003,0,0,0,0,0,0,0,0,0,0,0
c_ph9dWZN8y3SOWNpGGS6g,Cindy,3,2011-03-30 11:41:59,0,0,0,,0,4.67,0,0,0,0,0,0,0,0,0,0,0
ZI-BObmINHvf3tr8ombJbQ,Maria,61,2015-08-27 21:43:51,48,11,11,,0,3.89,0,0,0,0,0,1,7,0,0,0,0
MGzAp6jWeaRtuFYQH0UZmg,David,3,2016-06-25 12:05:51,1,2,0,,0,3.25,0,0,0,0,0,0,0,0,0,0,0
hLkMAtFXSIAf8WVJsWjqJw,Kaeli,11,2011-02-13 18:13:06,6,1,5,,0,3.17,0,0,0,0,0,0,1,0,0,0,0
4RcqKZ68nWo9KdXB3DoRpw,Ash,4,2020-05-19 00:04:03,2,0,0,,0,4.75,0,0,0,0,0,0,0,0,0,0,0
4KbhOTK6IdIPw36yKYSHlg,Ray,1,2011-03-30 18:44:26,2,0,0,,0,5.0,1,0,0,0,0,0,0,0,0,1,1
xnWQq8FGZMNYEMfeQ_d4mg,Brian,6,2012-06-29 23:04:23,20,2,15,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
4Wy98ahALWVRfUyQwIDfHA,Olivia,7,2015-10-13 22:34:21,3,0,2,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
FgAkmJAq1umUDejXogTmyA,Steven,8,2016-07-31 01:22:45,0,0,0,,0,4.11,0,0,0,0,0,0,1,0,0,0,0
tv9Qoe7U6nx8TXSDBnSTZw,Jean,9,2013-09-21 20:14:03,7,2,0,,0,1.56,0,0,0,0,0,0,0,0,0,0,0
smUVwlJ-jQtS4Gk3wEXquw,Sean,4,2008-02-25 00:22:54,3,0,0,,0,4.25,0,0,0,0,0,0,0,0,0,0,0
fsetDNZ98600G2c57dH8Iw,Brett,2,2010-08-16 19:54:43,1,0,2,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
o_B9hmGiRxkTdEyUIaK1Tg,Jackie,43,2014-05-24 23:32:01,8,1,0,,0,4.27,0,0,0,0,0,0,0,0,0,0,0
NfeuGRPcVLwVgTSGezzLtQ,Jess,3,2015-01-10 04:40:33,2,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
jcwyo8ig0a-K2NR18jMVSg,Mike,4,2011-03-28 22:17:24,7,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
VX0dfTmIZDffj-blhYLdhQ,Sandra,3,2016-04-15 22:29:36,3,2,0,,0,2.67,0,0,0,0,0,0,0,0,0,0,0
0p1KzomxgfxjYCphDuIdTw,Elaine,4,2018-04-11 14:52:25,5,1,2,,0,1.25,0,0,0,0,0,0,0,0,0,0,0
MypNHV8p67kCcxq7U7D5iQ,Helen,6,2010-01-10 01:28:15,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
3fQM9r307XSZhx-RjnpJgg,Mark,42,2013-06-29 13:28:04,42,8,1,,0,3.81,0,0,0,0,0,0,0,0,0,0,0
oMeVzoB1VHREFVTfvUqLmQ,Rick,11,2012-07-20 20:23:17,1,0,1,,0,4.64,0,0,0,0,0,0,0,0,0,0,0
DpM6ZWTkLQ1idAcbNEXilA,Wee,18,2012-04-03 00:52:56,13,3,3,,0,3.95,0,0,0,0,0,0,2,0,0,0,0
6PaFc0gb6VYotpmgYPIpIw,Karyn,7,2016-08-07 17:08:58,6,0,1,,0,4.63,0,0,0,0,0,0,0,0,0,0,0
ADRjhSxD-snoewQBcKZAZQ,Melissa,4,2019-01-15 02:23:20,2,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
ksGJu84nQnYw_8ZH3vXuhQ,Adam,3,2013-04-13 13:36:51,3,2,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
9YbwaA2ALifgQ7y2vNXzaA,Ken,7,2015-08-25 14:49:26,0,0,1,,0,3.22,0,0,0,0,0,0,0,0,0,0,0
awqr7lTR51_MZNqRBASrsA,Jennifer,2,2015-10-14 16:41:57,0,0,0,,0,1.5,0,0,0,0,0,0,0,0,0,0,0
TvqjhSCA5mPvHeX6adp33g,John,12,2014-07-06 00:17:32,5,3,1,,0,2.25,0,0,0,0,0,0,0,0,0,0,0
owDsKUmZxWKRCFFGHX_Z3w,Ken,2,2013-07-07 17:48:38,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
MTSsWUioZLmREcawMY1xBA,Joe,3,2013-11-16 23:33:47,2,1,0,,0,4.67,0,0,0,0,0,0,0,0,0,0,0
RnAFU8yDFnLRaUW6a_DXdw,Doug,16,2015-06-03 22:16:55,25,0,1,,0,1.2,0,0,0,0,0,0,0,0,0,0,0
WyG0vnsHfvN67LuuM0PH3A,Jennifer,2,2015-07-16 22:36:24,2,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
6SQ-3ER4EIz-zUXowKdPiA,Steve,5,2013-01-30 00:34:44,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
UhYfTayTzZRBM_jZHPIWsg,Tom,2,2012-09-04 22:17:34,1,0,0,,0,2.33,0,0,0,0,0,0,0,0,0,0,0
Bi384CYUSAFKoR3gSzy9FQ,Jackie,4,2012-10-27 22:56:41,2,1,0,,0,4.25,0,0,0,0,0,0,0,0,0,0,0
7Axcl7K9OISf1r-1oLmuEw,Lyndsy,23,2012-06-12 19:31:19,15,6,2,,2,2.88,0,0,0,0,0,0,0,0,0,0,0
hjx_XSEjpR7nPUWOaVoEWg,Erin,1,2016-11-03 23:49:46,1,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
USLEtRIHJUIpHkAWrYnspA,Olivia,5,2013-03-04 00:05:49,7,0,0,,0,3.33,0,0,0,0,0,0,1,0,0,0,0
AFteEHPpBbqC-LID_iOa0g,Margaret,9,2013-07-03 22:32:20,1,0,0,,0,4.5600000000000005,0,0,0,0,0,0,0,0,0,0,0
L-fnRFMdRAYtS2vWeRNShQ,Jason,3,2011-09-24 19:18:22,3,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
gCzHvhDN-7bHECYuqyhTHQ,Jonathan,7,2013-01-27 04:36:27,4,1,1,,0,4.88,0,0,0,0,0,0,0,0,0,0,0
kitWbtRI6HF-3vWOdwTTww,Chelsea,2,2016-11-18 18:39:29,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
Pb8wWZ5Bn4cdvp8zPS49HQ,Lori,2,2011-12-14 01:27:54,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
ntE2HpnqcIhQIWRny4Zd4w,Richard,4,2021-01-26 18:48:36,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
7fawmvyDMVhtTH56m-OaUA,Dan,2,2019-07-10 00:26:56,4,1,1,,0,2.33,0,0,0,0,0,0,0,0,0,0,0
ZV-I7yikEXYsidMokRHVrA,Heather,3,2014-08-10 16:12:52,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
l3QkQv1UtbfA9t4-yiBJZw,Vicki,2,2016-07-21 20:51:05,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
kZJ0c_3RTroEcBW1Ki1mAg,Kortney,10,2012-08-28 23:15:03,31,6,2,,0,2.67,0,0,0,0,0,0,0,0,0,0,0
qGOzInXz-3fyv4_U6ImRmQ,Theresa,2,2011-09-17 21:59:59,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
wM3QB3FsVIq-wXvGl0Hemg,Sue,6,2017-09-03 04:05:43,1,0,1,,0,3.75,0,0,0,0,0,0,0,0,0,0,0
BS-0ISrihsKQTX_4X-kw4w,Quinn,9,2016-02-06 05:29:47,2,0,1,,0,3.6,0,0,0,0,0,0,0,0,0,0,0
ZN_WaJ7dgMICieELGtkoVQ,Margie,3,2015-03-05 17:33:58,3,0,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
JEZtueq_ma76DIMOsM9Y6w,Heidi,2,2020-05-09 00:00:05,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
2MlrUDH4I04IEOhXyUDxyg,Haley,2,2016-08-23 21:27:55,4,1,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
h9BglMzZyrGffhzoV_B05A,Denneth,8,2014-12-17 23:26:33,3,1,0,,0,1.56,0,0,0,0,0,0,0,0,0,0,0
-hAKFf21ASVX46UnSL_c8g,Wayne,1,2011-11-22 06:37:27,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
uGFpzZ8KnCIrdLXLF2h7sw,Jen,2,2019-03-01 14:03:08,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
eFJdBcJvcgFc1OpCbSc6FQ,Candice,1,2016-03-28 18:13:13,0,0,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
I4njhHyG8HiVQ727GARFtQ,Bob,26,2014-04-28 00:54:01,32,8,9,,1,4.44,0,0,1,0,0,1,0,1,1,2,0
Mb-8tO_o1_DhQlk09tdKEQ,Luke,3,2018-10-16 16:04:39,5,1,0,,0,2.33,0,0,0,0,0,0,0,0,0,0,0
fKK3TK5MqEa6r-a4i7I0_g,Lou,1,2022-01-17 22:51:10,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
AsJEpJMKNNZYMU7_2_LMnQ,James,4,2019-11-28 18:14:28,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
IQxoepX5hfB4wD53m1MHQg,Charlotte,1,2017-10-20 15:25:05,4,0,0,,0,1.5,0,0,0,0,0,0,0,0,0,0,0
hocyNRtb3YSnOoZZxkrHtQ,Lisa,6,2015-09-22 16:08:07,2,0,1,,0,4.5,0,0,0,0,0,0,0,0,0,0,0
6dge8jB7s3JhBA6sEDWqvw,Don,7,2014-12-29 00:02:43,1,2,2,,0,4.86,0,0,0,0,0,0,0,0,0,0,0
ldTpbzzv-UFYAOzkulFy1Q,Bob,1,2011-12-18 22:47:53,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
V8IcMvTr_MUercvdYqxJDw,Tim,1,2011-06-29 01:30:05,2,0,2,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
uBvRov4Ro1gOHMKuNXk8cQ,Michael,3,2017-10-28 13:29:42,3,0,0,,0,2.33,0,0,0,0,0,0,0,0,0,0,0
vCrD8e4rYHPhN9sHcPQ4Sg,Philip,2,2017-12-02 11:57:51,3,0,0,,0,1.5,0,0,0,0,0,0,0,0,0,0,0
E8ko3g18liOHvKTLduj7cQ,Sara,2,2019-10-26 03:32:19,6,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
dto2XaLTUIQ-PW5_OJAkcg,Patti,1,2022-01-07 13:20:27,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
CLzR5PlV25MEzOL-lqp5Ow,Wayne,4,2018-09-06 14:59:45,1,1,0,,0,3.0,0,0,0,0,0,1,0,0,0,0,0
SkHrxUJB5zx_2ATwVHpfXg,Sandy,3,2014-03-16 15:55:58,1,0,0,,0,3.33,0,0,0,0,0,0,0,0,0,0,0
