id,people_name,review_count,yelping_since,useful,funny,cool,elite,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
8YKG39XF1bmGeS8iIC28Pw,James,4,2017-06-21 14:14:54,0,3,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
JlTWwfa6IQiw3U-dYXK5lg,Deanna,4,2016-06-01 22:47:18,0,0,0,,0,3.5,0,0,0,0,0,0,0,0,0,0,0
vutfprCdBGnEqod8eZFIhg,Linette,4,2015-01-19 21:55:40,18,0,1,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
Fb8z4sR3-V433igS0TWGgQ,Paige,11,2017-06-24 03:06:08,6,3,0,,0,2.17,0,0,0,0,0,0,0,0,0,0,0
a-rFMLwqXLb0ZqxTsCGHjQ,Faizan,4,2021-05-21 01:49:54,0,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
elr7RqfijlBXG4Qp4kXfdQ,Sonya,2,2018-08-18 23:15:02,2,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
ZuS4rIQbIM1Sh6z7H2tDTA,Tim,2,2021-08-06 12:15:26,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
8vMgEbYwOUAeE2BjtVeiAg,Steve,15,2015-08-24 23:48:19,24,1,1,,0,3.18,0,0,0,0,0,0,0,0,0,0,0
HC0Y_VJFRFcwSWJhBpYxaw,Zatanna,4,2017-01-20 23:27:25,2,0,1,,0,4.5,0,0,0,0,0,0,0,0,0,0,0
0Q3dKYtiXehjNlTjiMD8dg,K,12,2012-04-06 00:26:51,34,10,1,,0,3.29,0,0,0,0,0,0,0,0,0,0,0
g1hklifFpOn4uG7NXXyiTw,Cathleen,6,2014-03-24 15:46:30,7,2,2,,0,3.83,0,0,0,0,0,0,0,0,0,0,0
j6XMZHZbnuj8vWMNPqX4Hg,Ashyer,3,2019-08-19 02:44:26,1,1,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
mNsiuUS3v9hx0BGskwtazQ,Paul,18,2010-10-12 17:41:53,12,2,5,,0,3.58,0,0,0,0,0,0,0,0,0,0,0
JmcqmNNpk9L5Z8P8H39qHg,Drew,1,2019-12-13 00:57:06,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
ohJSNxD2NXZNUEmEerUBqg,Warren,10,2017-08-12 14:08:01,18,3,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
aTEBHBK8IPtkl5k1bhwI4g,Michael,16,2008-04-05 03:39:12,24,5,4,,0,3.82,0,0,1,0,0,2,0,0,0,0,0
TVx9nLkTSlOVXtQvF-Dblg,Lana,2,2014-01-04 23:35:26,1,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
i-3RPyM6MhH_hJgMv2oW1w,Catia,6,2015-01-26 21:26:17,10,0,0,,0,3.29,0,0,0,0,0,0,0,0,0,0,0
kLALh2yXser95OoT2IFTYQ,Ken,18,2014-11-01 20:34:44,12,6,2,,0,1.92,0,0,0,0,0,0,0,0,0,0,0
DHDEyUp4cNfATzE17h7MeQ,M,26,2014-05-09 17:05:51,4,0,0,,0,4.22,0,0,0,0,0,0,0,0,0,0,0
476X5YT3Llj1_Gj3YckX_w,Angela,7,2012-12-02 22:10:49,3,6,1,,0,2.71,0,0,0,0,0,0,0,0,0,0,0
Zf6ZQuqm_xVRG3XHfEQqJg,Corinne,1,2016-05-03 17:17:13,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
gx-26tN7D9DJtdSJ3hWh7Q,Flower,1,2018-12-15 00:01:50,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
yPBRkp7FQjqMNrKPGnfpLQ,Qiana,6,2018-07-29 18:45:19,1,0,0,,0,4.5,0,0,0,0,0,0,0,0,0,0,0
Nr29X49dgXs_tB36E2ApUg,Brian,8,2016-08-01 22:27:47,5,1,0,,0,3.11,0,0,0,0,0,1,0,0,0,0,0
bjSefX3DT2HDMDgJqjcDmw,Richard,2,2019-11-25 22:06:00,0,0,2,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
qrc8BILiiElExdRAqvFeLA,Michael,15,2014-12-10 20:19:03,25,2,1,,1,3.21,0,0,0,0,0,0,1,0,0,0,0
eq1XYabnpMLxFIH_092P8Q,Ling,14,2019-05-21 17:14:04,1,0,1,,0,2.75,0,0,0,0,0,0,0,0,0,0,0
iqXFmQhxabsLyQ_pQhDJSQ,Leesa,63,2015-05-23 11:58:33,17,1,7,,0,4.0,0,0,0,0,0,1,0,0,0,0,1
Q7iBC-2R5q66T00bHiAR2A,Nelson,30,2016-03-25 20:19:30,5,1,1,,0,3.63,0,0,0,0,0,0,0,0,0,0,0
Z6b56due6P1AbZPRF6FNdg,Bethany,15,2016-01-04 20:42:01,14,2,2,,0,2.5,0,0,0,0,0,0,0,0,0,0,0
W6tpWh0pQdhzatNpt4bX2A,Akeem,15,2018-06-23 21:28:10,8,7,0,,0,1.0,0,0,0,0,0,1,1,0,0,0,0
LQ-EL0NrogUrmyOVlOz9Fw,Jill,17,2013-07-17 13:49:06,31,5,4,,0,4.11,0,0,0,0,0,0,0,0,0,0,0
Xk-EYQgzKeYQNhVH64b8Qw,Coco,8,2020-04-08 05:30:19,1,0,0,,0,2.5,0,0,0,0,0,0,0,0,0,0,0
n2XNRafVmTk4fmMmABmtcQ,Lloyd,29,2015-09-17 02:36:12,14,0,2,,0,4.14,0,0,0,0,0,0,0,0,0,0,1
bj3hVUiFtIA22hmbJBI06w,Mia,1,2019-07-27 23:21:55,0,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
yfKrhdd-9Cer3joTnJLnxw,James,1,2017-02-20 14:30:21,0,1,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
35vt9AJYkFgT8PpYgnFGfw,G,32,2016-09-10 18:14:43,10,2,3,,0,3.48,0,0,0,0,0,1,3,0,0,0,0
X909k7Q2H7B5FFtXSnMJ5Q,Elizabeth,2,2018-04-19 11:10:37,1,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
HGDgtE7Hi-yTcRfQ4f6JDA,Jr,3,2020-01-14 23:37:13,0,0,0,,0,2.67,0,0,0,0,0,0,0,0,0,0,0
ZDbV1jyaYt0OSthkySZeUA,Paul,17,2013-01-18 18:33:27,15,4,2,,0,4.11,0,0,0,0,0,0,0,0,0,0,0
L62v8WxmZlkQ-pJiHucHrA,Alex,33,2015-07-04 16:28:57,10,0,0,,2,3.59,0,0,0,0,0,0,0,0,0,0,0
uULpSlGsrfhz4nS5-dgrEQ,Kaye,24,2019-02-12 02:39:46,5,1,6,,1,4.79,0,0,0,0,0,0,1,0,0,1,0
lyYwHIZxFZni76ZjWRwd1g,Sabriya,8,2019-07-01 00:24:32,1,0,0,,0,3.5,0,0,0,0,0,0,0,0,0,0,0
HzDDHS5who6-HjqNcHE_TQ,Toshia,14,2016-02-28 21:54:05,12,3,0,,0,2.63,0,0,0,0,0,0,1,0,0,0,1
tIjpjV6h8kXRI3XxbrTvhA,Huey,99,2018-12-15 01:19:23,48,14,7,,0,2.63,0,1,0,0,0,3,0,0,0,1,0
rU1K8JthKMU0uCdrf8u63g,Barry,3,2012-09-11 18:26:51,2,0,0,,0,3.67,0,0,0,0,0,0,0,0,0,0,0
bA5hDbQUegiSaK_jBkUEow,Lauren,5,2015-04-11 18:39:01,5,0,0,,0,4.4,0,0,0,0,0,0,0,0,0,0,0
LnIvVJD7nLZkuF3RVrdcEA,Jon,4,2016-12-11 16:52:52,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
kqU_jTufkqNGoxhKzzig8g,Jennifer,9,2014-11-09 18:18:42,15,3,2,,0,4.0,0,0,0,0,0,3,0,0,0,0,0
AhRlReugbO7oQFVZXsw04Q,Rose,9,2015-04-26 06:59:14,8,2,1,,0,3.0,0,0,0,0,0,1,1,0,0,0,0
PQ8ogMURYjEoEz8rgO_fvA,Zig,4,2019-04-05 11:37:20,0,0,0,,0,4.75,0,0,0,0,0,0,0,0,0,0,0
fwQ7myOfVCmgzy_lr005Jw,Aaron,6,2013-06-17 00:01:48,1,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
k-DyIZMDuTG3dipEMl6J9g,Amie,8,2013-09-30 23:47:40,9,0,1,,0,3.13,0,0,0,0,0,0,0,0,0,0,0
mbl7JuFFVy5VLwcPc20J-A,Julie,47,2012-07-17 19:08:01,14,2,3,,1,3.9,0,0,0,0,0,1,0,0,0,0,0
4eX8XKIvVpTAU9opvjQ19Q,Dave,5,2018-03-28 03:21:18,3,0,1,,0,4.2,0,0,0,0,0,0,0,0,0,0,0
6rur39mXhgcghe3SmfdHeQ,Chelsea,9,2016-05-17 19:40:30,1,0,2,,0,3.9,0,0,0,0,0,0,0,0,0,0,0
nLpIo5lHALJi6Hf5pFnA_w,Timmith,17,2010-11-20 21:35:29,8,1,0,,0,1.11,0,0,0,0,0,0,0,0,0,0,0
V0T0LyLAK4eoV3wCm7oeVA,K,27,2013-01-10 22:20:57,25,4,2,,0,2.43,0,0,0,0,0,0,0,0,0,0,0
uxkOQHfcphFghmwUYjEvng,Lisa,1,2014-11-01 18:12:15,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
uu36ohsr894zfpdaH-JF-g,Balas,8,2016-09-25 18:10:30,1,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
0jwK__DRnZTs8P6eerK3SQ,Werner,12,2017-04-18 16:23:23,7,0,0,,0,3.5,0,0,0,0,0,1,0,0,0,0,0
qzswOdC5E7lfW0GsoObhdQ,Jessica,2,2019-02-08 22:44:36,1,0,1,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
AYzLDderf08XSRX4VY8arA,Chanaenae,3,2013-02-17 02:10:02,6,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
G_Vp4uO40v8YR292GXsodA,Mark,2,2019-07-25 02:27:30,0,0,0,,0,1.5,0,0,0,0,0,0,0,0,0,0,0
9iPuD0yKenE0rbo50E8bQA,K,20,2015-07-19 00:40:08,13,18,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
V3Iuud6tF4hHNlXWhV1-sA,Bob,39,2014-07-24 20:56:17,11,4,0,,0,3.6,0,0,0,0,0,0,0,0,0,0,0
mh7ETB00ZePaECxRhI1otA,Korey,7,2018-03-14 19:45:55,4,0,0,,0,3.29,0,0,0,0,0,0,0,0,0,0,0
gExdQ5fdJJY_FU7BJUWC-A,Irish,5,2015-03-02 15:45:02,2,0,0,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
tOlNA4qqYFjCsJM78Lskyg,Yomaira,12,2014-07-27 23:18:45,5,0,1,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
gxYUecZStIuXaphMG_4pag,DJ Chubbzz,33,2013-05-03 04:57:04,14,3,3,,0,3.63,0,1,0,0,0,1,0,0,0,0,0
3lki-XYznSxGMYjlxzz-ZA,Stephan,12,2014-10-02 23:16:40,2,0,1,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
GrYoyy-a8FM00mNhCSdsxw,Lorena,37,2012-12-30 22:47:48,15,1,3,,0,4.76,1,0,0,0,0,1,0,0,0,0,0
K-U6EkmbaPo5HMOEd1-RGA,Emily,4,2018-03-31 03:14:15,0,0,0,,0,4.25,0,0,0,0,0,0,0,0,0,0,0
RMy8XE0a-6rg0o_sOhWlZw,Nicholas,4,2016-06-06 16:42:31,1,0,1,,0,4.4,0,0,0,0,0,0,0,0,0,0,0
jKJWFtaAemD2l-il5SERLQ,George,8,2014-06-20 16:36:25,6,2,1,,0,3.38,0,0,0,0,0,1,0,0,0,0,0
YBX6DQznr_X3TsPwE_VmbA,Criscelis,1,2018-12-03 16:05:47,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
HUan8bETCam8_cgv1Fkibw,Ryan,7,2014-10-19 22:04:21,10,3,3,,0,2.75,0,0,0,0,0,0,0,0,0,1,0
LEDPYpG_vhZMx4PKVu0xgQ,N,8,2017-02-24 15:39:17,2,0,0,,0,3.75,0,0,0,0,0,0,0,0,0,0,0
507_8spvj3vRQ_WMj6wcMA,M.,50,2013-01-17 21:42:52,47,9,2,,0,2.25,0,0,0,0,0,1,0,0,0,0,0
SKSlcw91JOR-wIpF4U37jQ,John,20,2013-06-23 11:49:24,1,0,0,,0,3.76,0,0,0,0,0,0,0,0,0,0,0
D2GaceTkfoqB9cAH4Yvugg,Sharron,17,2016-01-04 02:25:53,10,2,1,,0,3.53,0,0,0,0,0,0,0,0,0,0,0
3j0a5ybtbSm4sa3cFKk9pw,Matthew,4,2014-11-08 13:01:43,1,0,1,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
pkg1pEIPCBP7CXtnAkOyQw,Sabrina,1,2018-07-28 22:33:18,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
X6JvJyhIgxTAqolan419sw,Britt,3,2019-12-11 20:20:21,2,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
yKBLocRLLP6JuGOop2Yrog,Khadijah,33,2016-11-13 17:19:32,27,3,1,,0,3.3,0,0,0,0,0,2,0,0,0,0,0
VMMX1rxaO6cB2dDhm3fwzw,Christine,21,2016-03-01 03:23:53,6,0,0,,0,3.17,0,0,0,0,0,0,0,0,0,0,0
HFJAAvSNKmhOSzH4_allYw,Mrs.,31,2009-11-24 11:21:19,24,10,3,,0,2.35,0,0,0,0,0,1,0,0,0,0,0
h4NNAnh9LFdHmARkXQ7XoA,Mateusz,4,2015-09-05 00:05:09,0,0,0,,0,4.75,0,0,0,0,0,0,0,0,0,0,0
gpf5i36A1qyc6m_fDMWRcA,Jill,3,2011-04-29 02:04:11,2,1,0,,0,3.33,0,0,0,0,0,2,0,0,0,0,0
aieWUdkAzOIR2ejXTnuWkQ,Bettie,12,2010-10-05 03:04:20,16,6,6,,0,4.17,0,0,0,0,0,0,1,0,0,0,0
hOKHkUkXyAM8nb-HosAeSg,Monica,4,2011-04-07 04:32:56,6,0,0,,2,2.4,0,0,0,0,0,0,0,0,0,0,0
v6yTBEJlqPJFsRD2BpVV_w,Michael,17,2010-08-30 03:02:53,11,4,3,,0,4.39,0,0,0,0,0,1,0,0,0,0,0
_oLLHF00_mQdOGyr4hjyHA,Danielle,10,2010-08-11 02:59:56,3,0,0,,1,4.6,0,0,0,0,0,0,0,0,0,0,0
hsoo78Z3aP8N_VkvcaM-pQ,Joanne,14,2011-02-18 22:58:40,24,5,7,,1,3.67,0,0,0,0,0,2,0,0,0,0,0
FKIg6BWh5SG_rcGkRYMnSg,Matthew,46,2009-07-13 17:47:56,60,21,17,,1,3.54,2,1,0,0,0,0,8,0,0,1,0
bMb7kS4ddDi1JrBFRyxfqg,Derick,116,2011-02-17 13:42:24,283,97,79,,13,3.36,3,7,1,0,0,7,12,15,15,10,0
R24Yrxx0nVetra3aM9jhKQ,Brian,15,2011-08-18 01:26:45,18,2,3,,3,3.38,0,0,0,0,0,0,0,0,0,0,0
ZSIPrOFW-JMR8rMnWis2dA,Kathleen,6,2012-09-14 17:34:05,8,1,1,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
H29XNrR_EGrPkdZGEILxvA,Nikisha,10,2010-09-08 17:13:48,9,1,1,,2,3.3,0,1,0,0,0,0,1,0,0,0,0
eDLQEOlqM1IL_T9Bqjgy3w,Jamie,119,2012-05-26 00:37:56,308,78,42,"2012,2013,2014,2015,2016",17,2.98,8,5,2,0,0,10,15,10,10,5,3
tzxLE155wafSZDhLLO91CQ,Larry,19,2011-11-07 01:55:29,25,2,2,,0,3.62,0,0,1,0,0,0,1,0,0,0,0
4Y9CTsJmNzH-qhrqQMjHmg,Joanna,5,2012-02-28 07:10:54,14,2,4,,0,5.0,0,0,0,0,0,0,0,0,0,0,1
IbM1Q1QsRytQnywaeViNgQ,Brandon,4,2011-09-03 14:05:35,1,2,2,,0,3.4,0,0,0,0,0,0,0,0,0,0,0
kie--AMLphoQEZtKPflHug,Bill,3,2011-03-17 22:05:24,4,2,0,,1,2.33,0,0,0,0,0,0,0,0,0,0,0
D3lzEkfyJmcHD5jeWOBEIg,Nicole,4,2012-03-20 21:38:13,2,1,0,,2,3.5,0,0,0,0,0,0,2,0,0,0,0
BL5b3Xgomq3WlMoqXCbUig,john,19,2011-05-12 12:44:57,45,4,10,,0,4.09,0,0,0,0,0,1,2,0,0,1,0
676cFWUNWDjP7aZ2yUjN3w,Jens,37,2011-05-07 18:48:07,58,22,22,,2,3.53,1,0,0,0,0,1,1,1,1,1,0
kNjpjmuj6sP0-jlJ4v9PAA,Dashona,18,2017-10-07 11:43:02,22,0,1,,2,2.71,0,0,0,0,0,1,0,0,0,0,0
pL1zTW3BoHClCLYj06IeXg,John,19,2009-03-29 02:12:40,54,9,8,,4,3.89,0,0,0,0,0,0,2,0,0,0,0
_j-xNDXLWgKANTYUWW5tBQ,Tim,35,2010-01-03 01:58:12,22,15,5,,2,3.86,0,0,0,0,0,0,1,0,0,0,0
2plMOWNAOV99HPi-T7scyg,Diana,14,2009-10-01 13:44:26,6,2,4,,0,4.29,0,1,0,0,0,0,0,0,0,0,0
4G6g_YcNnb1iNLdzvbm5eQ,Kennedy Khemara,7,2013-02-19 20:45:02,6,1,3,,0,4.43,0,1,0,0,0,0,0,0,0,0,0
B4ojgE7yw9J7SWrApXqj7g,Chris,7,2012-02-16 23:11:57,10,3,1,,0,4.29,0,0,0,0,0,0,0,0,0,0,0
HJ7A_m_xDYaN20cdS6Kfxg,Janina,13,2011-09-13 21:17:37,7,8,4,,0,4.57,0,0,0,0,0,0,0,0,0,0,0
B5zvB523snOgjGFjfUREKQ,Charles,28,2011-05-28 12:49:16,39,6,20,,2,4.14,0,0,0,0,0,4,1,1,1,0,1
236FhIaNVwcEJb6VkB-mSw,Karen,1,2018-12-02 06:55:45,1,0,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
hdkz3JopR3sjcnnYn8D2pg,Jennifer,16,2009-06-16 16:48:34,11,1,1,,0,4.94,0,0,0,0,0,0,0,0,0,0,0
5WZsEfCg_Ql3VplsUByHSg,Chris,5,2013-01-31 13:14:15,6,4,3,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
Hb10reHfqSEEe4-BVBjZjQ,Faye,15,2011-06-23 02:33:31,39,5,3,,1,2.81,0,0,0,0,0,0,0,0,0,0,0
NdOb1Ao1w8UVnt7hOQ2Elg,Steel,34,2012-04-07 18:24:32,15,14,7,,8,2.91,1,0,0,0,0,3,4,4,4,0,0
l8u-upn9ibuaugR4pbcGlQ,David,2,2011-07-31 15:48:13,0,0,0,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
ooAgMDw9n8gsKnbbpPXgwA,Christina,11,2012-01-09 15:52:16,6,0,0,,0,4.0,1,0,0,0,0,0,0,0,0,0,0
BAokiN9EylHltjoYo7pxrg,Kasey,1,2015-01-07 19:41:39,0,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
Ia_irX_xqSQuAtrk3E1BiA,John,574,2013-04-01 17:16:08,3041,1746,1876,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",67,3.38,57,8,2,2,0,101,188,128,128,77,12
PSETxE7f0_ZjIbaZsk7Fyw,Larry,5,2012-02-18 22:23:29,6,3,3,,1,3.8,0,0,0,0,0,1,0,1,1,0,0
IuavnzKAn8We366s2gcnwg,Michael,38,2015-12-15 22:38:04,10,3,5,,2,4.15,0,0,0,0,0,0,2,0,0,0,0
NQMvC5TnC6guXIQzrPajfg,Bryan,13,2013-06-04 22:26:39,22,2,3,,1,1.54,0,0,0,0,0,1,0,0,0,0,0
mcCiXdEYAAT6yqeFcF0zKg,Stephanie,262,2013-07-08 16:15:00,1334,543,963,"2014,2015,2016,2017,2018,2019",96,3.86,59,5,11,0,0,32,97,124,124,79,41
0_RfX57kJnDJNVvjIDv0Qg,Kimberly,1,2016-02-03 22:16:19,1,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
x92LndywBTRR1E51cu7d3Q,Allen,106,2012-04-15 03:32:20,140,17,9,,3,3.47,0,0,0,0,0,3,2,0,0,0,0
MDoqr97DW7h_QDY0TtvUpA,D,5,2017-04-02 16:09:44,1,0,0,,0,4.2,0,0,0,0,0,0,0,0,0,0,0
KkXLKtno7T_CgUCJdAvw_Q,Tatsuzo,193,2011-01-20 07:09:55,105,49,71,,5,4.12,0,4,1,0,0,4,6,1,1,0,0
LjaP1K3mzHWUfske9XIaGg,Susan,5,2016-07-24 17:41:07,2,3,0,,0,3.33,0,0,0,0,0,0,0,0,0,0,0
J6D72JvWpfgB2mGerHLpiQ,Eddy,6,2012-09-22 23:10:45,5,3,2,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
sxJSvauDFXGn-hSxt9G1yA,Chien-Rong,283,2013-05-22 20:42:32,364,91,106,"2014,2015,2016,2017",8,3.46,7,2,0,0,0,2,7,6,6,9,0
zSJSbya4yryJbfWBtvnqJA,Sebastian,464,2012-11-15 18:24:48,911,333,321,"2014,2015,2016,2017,2018,2019,20,20,2021",45,3.64,4,4,0,0,0,13,15,13,13,7,0
TkRtTisBqnKnsmNGIgd5zw,Josh,2,2013-03-16 23:48:19,0,0,0,,0,1.5,0,0,0,0,0,1,0,0,0,0,0
zxFEGpkzzdAb7qR6e6qWwQ,Andre,10,2014-02-06 18:00:39,3,1,2,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
tZZBUkHUTrjfQcaXSbaReA,Danielle,12,2016-07-23 21:29:56,0,0,0,,0,4.83,0,0,0,0,0,0,0,0,0,0,0
9kGobka8PzgwdbVq15-Mcw,Aileen,7,2015-07-29 21:26:23,6,0,2,,0,4.11,0,0,0,0,0,0,0,0,0,0,0
xL0GiTX89OhYTXGo912VUQ,Mike,6,2015-10-21 22:54:28,2,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
F8uhFO7x1-tfSI3w027lJw,Kristen,5,2018-02-24 13:25:19,18,0,1,,0,2.6,0,0,0,0,0,0,0,0,0,0,0
VhEH_9O4A7Tsg76VkHB1Mg,Tim,8,2017-06-19 00:31:17,5,1,0,,2,2.0,0,0,0,0,0,2,0,0,0,0,0
i6Fz6P-wGyqBYhovtIhgPA,Alex,450,2011-07-07 20:36:45,1095,321,748,"2015,2016,2017,2018,2019,20,20,2021",51,4.0,5,2,2,0,0,20,17,34,34,16,6
Uim0rZ35FuJP-sC17VACfA,Rhonda,75,2013-05-25 14:22:34,57,18,23,,5,4.11,0,0,0,0,0,2,3,2,2,2,1
ARVedXj-wWUBF9yRFt99dw,Daniel,3,2014-07-20 21:05:00,2,0,0,,1,3.67,0,0,0,0,0,0,0,0,0,0,0
R77LmU9tJySLAuOC3Of4DQ,Alex,62,2009-03-16 02:25:57,80,18,35,,2,4.5,1,0,0,0,0,1,1,2,2,2,1
NNBngehw20oQ9-ch3-Rn6Q,Lauren,6,2012-05-05 16:05:41,5,0,0,,0,3.83,0,0,0,0,0,0,1,0,0,0,0
N2RBJzG6xQph2Yp-oe9alA,Lauren,49,2011-06-27 15:40:08,64,16,18,,0,3.27,0,0,0,0,0,0,2,1,1,0,1
InVpo7bOxDJkHG4Xa1RRog,Elizabeth,7,2012-12-02 02:59:35,4,0,0,,0,4.88,0,0,0,0,0,0,0,0,0,0,0
fZo5fh2cnbGcVvzT_40u_A,Brian,46,2012-03-22 00:45:47,26,5,3,,13,3.48,0,3,2,0,0,4,5,2,2,1,0
4paKLyv4V4GoT0-lkS-QNg,Katie,3,2016-12-31 17:33:44,3,1,1,,0,3.67,0,0,0,0,0,0,1,0,0,0,0
oi5_PglBLT9dpZpaOL3Yjw,Kathy,1,2014-05-04 13:52:55,0,0,0,,0,2.0,0,0,0,0,0,0,0,0,0,0,0
P9oK_sI0llPiAZzO7B0RvQ,James,10,2013-01-24 12:54:55,12,3,4,,0,4.4,1,0,0,0,0,0,0,0,0,0,0
UnulREpa2-xqxwnmiDZrXQ,Melissa,426,2014-09-26 20:29:28,360,82,164,"2015,2016,2017,2018,2019,20,20,2021",8,4.09,2,0,0,1,0,1,9,3,3,3,0
nwvRmkzEjYBW1EFckbRqWg,Ren,5,2017-05-20 07:08:39,2,0,0,,0,4.6,0,0,0,0,0,0,0,0,0,0,0
6N2Wg7RmGT-XhxrFr06Tgg,Amanda,3,2012-10-18 19:13:27,7,3,1,,0,2.33,0,0,0,0,0,0,1,0,0,1,0
htuCY_cxIB5ga5khSzap9A,Nick,17,2013-11-03 18:32:09,11,0,3,,0,3.84,0,0,0,0,0,0,0,0,0,0,0
0riox6StGBdPAwT4ra3g1g,Nick,55,2012-01-16 21:00:32,39,5,14,,2,3.71,0,2,0,0,0,0,0,1,1,1,0
WaYtqGL37o4hjDR-3S-ILQ,Mare,18,2013-01-04 14:50:55,5,1,2,,0,5.0,0,0,0,0,0,0,0,0,0,0,0
lEGEaPSsGMgG3dq22ANjMQ,Christine,6,2015-07-31 16:48:39,3,0,0,,0,1.67,0,0,0,0,0,0,0,0,0,0,0
vPqRHlnD6m96I13VO1UWCw,Christine,10,2014-03-08 12:43:39,8,0,0,,0,4.9,0,0,0,0,0,0,0,0,0,0,0
CMVUP1vAYIkLZZ9mkC2ycQ,Sarah,11,2011-07-03 12:26:27,4,1,1,,1,4.0,1,0,1,0,0,1,1,1,1,0,1
HqsNNibaKowmtUckQjmLzg,Michael,8,2011-12-10 01:35:01,2,0,1,,2,3.75,0,1,0,0,0,0,2,0,0,0,0
GjiZ1hhexXrTtExxTyudgg,Mariah,79,2013-11-05 20:49:01,118,40,16,,0,2.94,0,1,0,0,0,2,1,0,0,1,0
4im_kN_RLtk-8TxL2vfFZQ,Alison,26,2010-06-01 23:05:51,9,3,4,,0,4.31,0,0,0,0,0,0,0,0,0,0,0
RBzijta-uNRmPoMV_WMOBA,Jack,5,2014-03-17 22:22:25,4,2,0,,1,3.4,0,0,0,0,0,0,0,0,0,0,0
MMh2q9VX2RFwSQA4ECkGvA,Amber,10,2015-11-17 22:29:33,22,6,0,,0,1.45,0,0,0,0,0,1,1,0,0,0,0
Uf956sV7uapzMkHGjexLrQ,Kelsey,12,2018-03-30 20:03:02,5,3,3,,0,4.08,0,0,0,0,0,2,0,0,0,0,0
CFUoqC4s8TCHvbneHqyhrw,Shannon,8,2014-05-16 21:00:33,1,0,0,,1,2.13,0,0,0,0,0,0,0,0,0,0,0
RTqjOWoepXzuPI47kgTfIA,Andrea,4,2014-09-16 12:32:38,1,0,0,,0,3.0,0,0,0,0,0,0,0,0,0,0,0
ZMxeLwbEy7a_y9s47-4L4g,Savanna,12,2012-08-11 16:38:34,5,0,0,,0,3.83,0,0,0,0,0,0,0,0,0,0,0
I3Kh5c_FZr016rsFNADJOQ,Nijala,7,2017-07-30 21:18:24,3,0,0,,2,5.0,0,0,0,0,0,0,0,0,0,0,0
u4jFtGpwp4lfaRqE3uCFQA,Samantha,39,2014-04-24 01:08:31,39,6,8,,1,3.68,0,0,0,0,0,2,1,0,0,1,0
O4bUz4tKrui-F8pwL2vNWw,Richard,3,2017-12-03 00:12:23,4,8,2,,2,2.0,0,0,0,0,0,0,1,0,0,0,1
oaB2QdWB8Nl31Xnsi9ESmg,Catherine,33,2010-12-23 17:41:58,32,4,9,,0,4.0,0,0,0,0,0,0,0,0,0,0,0
perXii30tsHtpzrjFdGONQ,Kiana,2,2013-09-12 12:57:41,1,0,0,,0,1.0,0,0,0,0,0,0,0,0,0,0,0
n9MwLXuOvS7Ed5IAtftT0w,Brian,13,2017-03-26 16:19:48,17,1,1,,0,3.15,0,0,0,0,0,1,1,0,0,0,0
